,UserId,Community
0,989,0
1,3839,0
2,6954,0
3,30973,0
4,428333,0
5,465973,0
6,612473,0
7,621523,0
8,621543,0
9,621573,0
10,624413,0
11,646193,0
12,681473,0
13,742143,1
14,759251,0
15,786764,0
16,788524,0
17,800594,1
18,807095,0
19,811377,0
20,811407,1
21,813286,0
22,816653,0
23,819800,0
24,891991,0
25,917171,0
26,961201,0
27,972651,0
28,1068831,0
29,1175221,0
30,1435461,0
31,1440641,0
32,1496971,0
33,1501471,0
34,1652541,0
35,1678681,0
36,1754641,0
37,1877831,1
38,1934931,0
39,2097571,0
40,2334361,0
41,2467791,1
42,2557521,0
43,2735591,0
44,2797701,0
45,2836421,0
46,2883841,0
47,2884771,0
48,2890961,0
49,3108351,1
50,3135241,0
51,3459051,1
52,3701401,0
53,3819701,0
54,4214321,0
55,4278201,0
56,4641021,0
57,4795701,0
58,4898091,0
59,4970411,1
60,5225991,0
61,5357812,0
62,5392522,0
63,5406692,0
64,5520952,0
65,5741722,0
66,5845972,0
67,5971922,0
68,5988062,1
69,6017542,0
70,6123762,0
71,6134882,0
72,6361512,1
73,6433472,1
74,6652032,0
75,6692952,0
76,6730222,0
77,6852682,0
78,6980622,0
79,7144422,0
80,7309052,0
81,7453432,0
82,7587032,0
83,7619982,0
84,7713202,0
85,7744592,0
86,7905122,0
87,7996082,0
88,8005492,0
89,8036392,0
90,8077952,0
91,8110402,1
92,8183762,0
93,8350912,0
94,8383592,0
95,8453452,0
96,8460572,0
97,8676442,0
98,8775672,0
99,8788992,2
100,8802752,1
101,8841372,0
102,9003482,0
103,9051482,0
104,9123802,0
105,9204502,0
106,9207632,0
107,9245812,0
108,9300262,1
109,9317502,0
110,9466892,0
111,9522502,0
112,9561972,0
113,9567382,0
114,9633802,0
115,9651842,0
116,9695312,0
117,9715012,0
118,9763482,0
119,9893842,0
120,10117892,0
121,10221272,0
122,10723812,0
123,10774652,0
124,10876852,0
125,11014272,0
126,11043802,0
127,11178902,0
128,11274452,0
129,11277292,0
130,11348282,0
131,11350892,0
132,11382292,0
133,11611052,1
134,11695472,0
135,11716022,1
136,11844652,0
137,11855772,0
138,11856032,0
139,11856422,0
140,11856442,0
141,11856482,0
142,11877492,0
143,11883132,0
144,11966392,0
145,12133382,0
146,12241942,0
147,12470452,0
148,12480582,0
149,12716032,0
150,12719612,1
151,12728162,0
152,12794062,0
153,12811952,0
154,12848262,0
155,13206842,0
156,13393052,0
157,13479052,0
158,13557972,0
159,13715572,0
160,13787352,0
161,13796572,0
162,13893582,0
163,13986352,0
164,14048781,0
165,14075928,0
166,14076329,0
167,14094741,0
168,14095052,0
169,14110996,0
170,14123751,0
171,14133964,0
172,14138785,0
173,14143921,0
174,14159148,0
175,14173315,0
176,14181969,0
177,14208586,0
178,14209248,0
179,14216123,0
180,14224719,0
181,14225587,0
182,14262811,0
183,14266637,0
184,14274132,0
185,14291684,0
186,14293310,0
187,14325066,0
188,14335498,0
189,14345759,0
190,14353202,0
191,14360516,0
192,14360757,0
193,14361155,0
194,14372486,0
195,14377605,0
196,14412533,0
197,14434011,0
198,14437914,0
199,14465640,0
200,14511951,0
201,14513611,0
202,14514804,0
203,14516621,0
204,14539324,0
205,14546753,0
206,14558138,0
207,14559745,0
208,14584765,1
209,14594698,1
210,14594760,0
211,14595118,2
212,14613342,0
213,14615871,0
214,14634720,0
215,14647570,0
216,14668470,0
217,14669951,0
218,14689295,0
219,14717197,0
220,14730894,0
221,14740219,0
222,14756888,0
223,14780915,0
224,14787713,1
225,14800270,0
226,14812346,0
227,14813320,0
228,14834340,0
229,14836219,0
230,14853523,0
231,14855994,0
232,14934818,0
233,14983173,0
234,15002660,0
235,15012486,0
236,15039436,0
237,15057155,0
238,15066760,0
239,15108702,1
240,15110357,0
241,15110431,0
242,15152296,0
243,15164565,0
244,15182798,0
245,15224867,0
246,15256077,0
247,15270559,0
248,15279465,0
249,15296897,0
250,15301575,0
251,15307151,0
252,15335534,0
253,15368940,0
254,15416541,0
255,15433092,0
256,15438913,0
257,15448383,0
258,15450996,0
259,15458694,0
260,15485441,0
261,15528561,0
262,15589307,0
263,15611971,0
264,15617333,0
265,15648827,1
266,15650816,0
267,15650882,0
268,15651634,0
269,15664281,0
270,15673958,0
271,15675138,0
272,15704208,0
273,15716039,0
274,15728161,0
275,15736190,0
276,15739966,0
277,15754281,0
278,15764644,0
279,15773072,0
280,15790423,0
281,15808647,0
282,15808765,0
283,15846407,0
284,15859039,0
285,15861220,0
286,15862891,0
287,15872418,0
288,15907432,0
289,15918708,0
290,15929531,0
291,15930883,1
292,15935591,0
293,15947185,0
294,15947602,0
295,15976697,0
296,15977226,0
297,15982861,0
298,15985111,0
299,15998593,0
300,16012783,0
301,16041234,0
302,16042794,0
303,16049790,0
304,16074930,0
305,16096416,0
306,16122590,0
307,16129467,0
308,16153562,0
309,16164985,0
310,16180004,0
311,16184358,0
312,16192310,1
313,16193528,0
314,16219103,0
315,16219502,0
316,16250929,0
317,16261564,0
318,16269666,0
319,16282156,0
320,16299627,0
321,16305494,0
322,16307778,0
323,16308572,0
324,16312576,0
325,16326882,0
326,16331010,0
327,16334480,0
328,16334857,0
329,16337999,1
330,16340092,0
331,16343974,0
332,16374678,0
333,16378486,0
334,16409683,0
335,16426463,1
336,16461545,0
337,16485307,0
338,16488147,0
339,16514376,0
340,16519392,0
341,16521436,0
342,16529278,0
343,16578935,0
344,16582002,0
345,16589206,0
346,16590621,0
347,16615594,0
348,16637204,1
349,16664681,0
350,16666847,0
351,16672510,0
352,16672644,0
353,16676396,0
354,16725276,0
355,16746041,0
356,16746076,1
357,16782082,0
358,16787084,0
359,16824146,0
360,16827489,0
361,16837588,0
362,16884569,0
363,16902662,0
364,16906137,0
365,16930208,0
366,16935292,0
367,16965437,0
368,16973333,0
369,17006157,0
370,17011345,0
371,17060573,0
372,17102621,0
373,17108735,0
374,17113430,0
375,17120599,0
376,17137628,0
377,17141349,0
378,17164959,0
379,17215892,0
380,17248121,0
381,17251395,0
382,17268481,0
383,17269578,0
384,17275419,0
385,17298709,0
386,17348525,0
387,17395800,0
388,17409240,0
389,17414291,0
390,17439893,0
391,17446621,0
392,17454769,0
393,17459407,0
394,17469289,0
395,17471979,0
396,17486629,0
397,17508842,1
398,17530277,0
399,17542265,0
400,17546958,0
401,17567533,0
402,17568791,0
403,17593806,0
404,17596622,0
405,17622474,0
406,17626165,1
407,17641427,0
408,17643749,0
409,17655003,0
410,17666340,1
411,17702620,0
412,17707560,0
413,17715048,2
414,17730392,0
415,17737614,0
416,17773367,0
417,17783469,0
418,17805062,0
419,17825585,0
420,17870319,0
421,17875811,1
422,17990493,0
423,18009912,0
424,18038429,0
425,18045145,0
426,18088038,0
427,18092068,0
428,18131006,0
429,18142375,0
430,18154753,0
431,18185582,0
432,18202722,0
433,18213483,0
434,18286505,0
435,18288362,0
436,18290401,0
437,18318632,0
438,18341475,0
439,18386198,0
440,18415179,0
441,18472837,0
442,18485036,0
443,18510860,0
444,18522476,0
445,18527283,0
446,18536530,0
447,18571616,0
448,18583722,0
449,18587457,0
450,18631010,0
451,18637730,0
452,18639734,0
453,18664838,0
454,18665800,0
455,18704291,0
456,18713552,0
457,18735898,0
458,18756512,0
459,18768225,0
460,18791394,0
461,18791763,0
462,18805731,0
463,18806753,0
464,18847920,0
465,18856867,1
466,18863894,0
467,18868105,0
468,18914363,0
469,18932416,0
470,18935802,0
471,18949452,0
472,18950402,0
473,18956212,0
474,18991263,0
475,18999261,0
476,19008179,0
477,19063323,0
478,19136776,0
479,19148708,0
480,19186645,0
481,19195914,0
482,19302176,0
483,19335378,0
484,19350335,0
485,19373710,0
486,19400223,0
487,19401248,0
488,19424588,0
489,19427498,0
490,19429130,0
491,19434025,0
492,19445829,0
493,19455756,0
494,19462442,0
495,19478383,0
496,19489239,0
497,19522577,0
498,19534873,0
499,19546277,1
500,19563355,0
501,19589219,0
502,19604779,0
503,19621110,0
504,19631355,0
505,19651092,0
506,19653737,0
507,19658826,0
508,19661363,1
509,19662223,0
510,19674395,1
511,19704017,0
512,19706851,0
513,19722699,0
514,19748200,0
515,19790261,0
516,19816859,0
517,19854095,0
518,19879777,0
