,UserId,Community
0,742143,1
1,800594,0
2,816653,0
3,961201,2
4,1934931,1
5,4970411,0
6,6980622,2
7,9466892,2
8,9522502,1
9,9567382,0
10,11716022,1
11,11966392,1
12,14048781,0
13,14208586,2
14,14853523,0
15,15416541,0
16,15617333,2
17,15982861,0
18,16334480,2
19,16337999,1
20,16426463,1
21,16615594,0
22,17164959,2
23,17542265,0
24,17593806,2
25,17626165,1
26,18038429,0
27,18713552,1
28,19136776,0
29,19445829,2
30,19651092,2
31,19879777,1
32,19979031,2
33,20709918,1
34,20745573,1
35,20869604,0
36,20878069,1
37,21352313,0
38,21478415,0
39,21606814,1
40,21985529,2
41,22311606,1
42,22394806,2
43,22985183,0
44,23244977,0
45,24346245,1
46,24405517,2
47,26281924,2
48,26686282,0
49,27761892,0
50,28123638,1
51,28785486,2
52,29711378,0
53,29982830,1
54,30142034,2
55,34698808,0
56,35743374,0
57,37048835,2
58,37609326,0
59,38469445,1
60,39524835,2
61,42411993,1
62,42998320,0
63,43714489,0
64,46127527,1
65,48510756,2
66,48641502,0
67,49018161,1
68,49043839,0
69,49125659,2
70,49761640,2
71,51195896,0
72,52881829,0
73,54640937,0
74,57869243,1
75,58769232,0
76,58894437,0
77,59214367,1
78,60472240,0
79,60828595,0
80,61547666,0
81,67629556,0
82,69209539,0
83,71107025,1
84,77872478,2
85,79381504,0
86,79498539,2
87,79797834,1
88,79896423,2
89,81450435,2
90,81466099,0
91,82340330,0
92,83465789,1
93,84622495,2
94,87062542,2
95,87081989,0
96,89450929,1
97,89850065,1
98,92819365,0
99,96535829,0
100,97936003,1
101,101910152,1
102,102348958,0
103,103415179,0
104,103979872,0
105,107171260,2
106,109854452,0
107,110596487,0
108,111429335,2
109,112991391,2
110,113216063,0
111,115561720,2
112,116973704,1
113,122768292,0
114,123267371,0
115,124066180,2
116,124548367,1
117,127047893,0
118,127689975,2
119,129027871,1
120,133776275,2
121,137715592,2
122,137913754,0
123,138535568,1
124,140791698,0
125,142962699,0
126,149292444,2
127,149514724,0
128,150398575,2
129,153160314,1
130,155624469,1
131,156494790,0
132,159214949,1
133,162094948,2
134,173320942,0
135,173949017,0
136,176051496,2
137,176705076,2
138,180779733,0
139,181107657,2
140,181127761,2
141,187140926,2
142,189689466,0
143,193554662,0
144,196442985,0
145,198965123,0
146,200782444,2
147,207601220,0
148,212979011,0
149,213623879,2
150,216641433,2
