"Id";"Text";"CreationTimestamp";"UserId";"ModificationTimestamp"
2999192431632386;"Dinner date w/ the roomies. Zachary's ... Yum.";"2006-12-07 22:01:18";12905;"2015-02-05 18:09:53"
5392522;"Eating a banana, in an unsuggestive manner";"2007-02-09 11:05:40";325503;"2015-02-05 11:30:46"
5920532;"The vigil for josh wolf will now start Thurs 8 am when he is expected to arrive. stop by anytime til the 2 pm press conf http://joshwolf.net";"2007-03-07 20:43:38";-1;"2015-04-03 05:52:38"
8586451;"xenodochial: friendly/hospitable to strangers. ""Kindly and xenodochial, local hero Mrs Bree was knifed and murdered by a stranger, Tuesday.""";"2007-03-16 09:48:17";1216661;"2015-02-09 01:54:04"
14511951;"10 minutes 'till the big huge TKC event! Be there at www.talkshoe.com";"2007-03-28 16:20:21";711963;"2015-02-04 20:57:17"
15822191;"Got up late for the first time in 5 years...was tired, I guess. Going to have to bicycle this afternoon.";"2007-03-30 07:21:22";809288;"2015-02-04 20:27:23"
16476911;"I just like apples!!!";"2007-03-31 05:16:03";3017671;"2015-02-04 20:15:44"
17156131;"Classic April Fools MoogFooger http://tinyurl.com/ypr7qe";"2007-04-01 14:20:34";791838;"2015-02-04 20:50:11"
40892552;"Night by Midival Punditz (Midival Punditz)";"2007-04-26 13:05:20";3490861;"2015-02-04 20:24:18"
60642052;"At the pool in Tuscon. Dam it is hot. Sister in law graduates tommorow. Nice!";"2007-05-11 17:14:34";1048741;"2015-02-04 20:08:50"
87416722;"@rue ??????";"2007-06-01 19:22:04";5467342;"2015-02-04 20:23:14"
