"Id";"UserId";"NewsId";"Url";"CreationTimestamp"
1;22411875;9666;"http://lens.blogs.nytimes.com/2010/11/17/building-relationships-capturing-lives/";"2010-11-17 15:13:20"
2;100874499;9666;"http://lens.blogs.nytimes.com/2010/11/17/building-relationships-capturing-lives/";"2010-11-17 15:19:26"
3;807095;9666;"http://lens.blogs.nytimes.com/2010/11/17/building-relationships-capturing-lives/";"2010-11-17 15:20:06"
4;212979011;9666;"http://lens.blogs.nytimes.com/2010/11/17/building-relationships-capturing-lives/";"2010-11-17 15:26:17"
5;118262268;9666;"http://lens.blogs.nytimes.com/2010/11/17/building-relationships-capturing-lives/";"2010-11-17 15:27:29"
6;182905357;9666;"http://lens.blogs.nytimes.com/2010/11/17/building-relationships-capturing-lives/";"2010-11-17 21:13:33"
7;16615594;9666;"http://lens.blogs.nytimes.com/2010/11/17/building-relationships-capturing-lives/";"2010-11-18 03:18:48"
8;53066739;9666;"http://lens.blogs.nytimes.com/2010/11/17/building-relationships-capturing-lives/";"2010-11-19 12:00:05"
9;807095;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 10:47:40"
10;157157146;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 10:48:48"
11;69209539;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 10:51:33"
12;164187990;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 10:53:57"
13;47005386;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 10:55:52"
14;13715572;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 10:58:47"
15;127814026;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 11:03:57"
16;48401114;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 11:08:19"
17;22411875;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 10:43:52"
18;17383566;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 11:08:54"
19;30615272;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 11:11:31"
20;67974023;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 11:22:36"
21;67536070;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 11:26:25"
22;118262268;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 11:38:22"
23;20421542;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 11:55:35"
24;188817435;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 16:35:04"
25;143505982;9667;"http://lens.blogs.nytimes.com/2010/11/17/eleanor-roosevelt-on-her-own/";"2010-11-17 18:37:21"
