"Id";"TweetId";"Text";"StartIndex";"EndIndex";"EntityTypeCode";"Url";"ExpandedUrl";"DisplayUrl";"Name";"ScreenName";"UserOrMediaId";"MediaUrl";"MediaUrlHttps";"MediaType";"MediaSize"
3439;3526209610719232;"http://nyti.ms/9dga6C";65;86;2;"http://nyti.ms/9dga6C";"http://www.nytimes.com/2010/11/14/us/14bcstudents.html?src=twt&twt=nytimes";"http://nyti.ms/9dga6C";"";"";0;"";"";"";""
3440;3526422840741888;"http://nyti.ms/9dga6C";78;99;2;"http://nyti.ms/9dga6C";"http://www.nytimes.com/2010/11/14/us/14bcstudents.html?src=twt&twt=nytimes";"http://nyti.ms/9dga6C";"";"";0;"";"";"";""
3441;3526422840741888;"nytimes";3;11;3;"";"";"";"The New York Times";"nytimes";807095;"";"";"";""
3443;3526613450883072;"http://nyti.ms/9dga6C";78;99;2;"http://nyti.ms/9dga6C";"http://www.nytimes.com/2010/11/14/us/14bcstudents.html?src=twt&twt=nytimes";"http://nyti.ms/9dga6C";"";"";0;"";"";"";""
3444;3526613450883072;"nytimes";3;11;3;"";"";"";"The New York Times";"nytimes";807095;"";"";"";""
3445;3526213171679232;"http://nyti.ms/dB0Ycs";46;67;2;"http://nyti.ms/dB0Ycs";"http://www.nytimes.com/2010/11/14/world/middleeast/14iraq.html?src=twt&twt=nytimes";"http://nyti.ms/dB0Ycs";"";"";0;"";"";"";""
3446;3526615543844864;"http://nyti.ms/dB0Ycs";59;80;2;"http://nyti.ms/dB0Ycs";"http://www.nytimes.com/2010/11/14/world/middleeast/14iraq.html?src=twt&twt=nytimes";"http://nyti.ms/dB0Ycs";"";"";0;"";"";"";""
3447;3526615543844864;"nytimes";3;11;3;"";"";"";"The New York Times";"nytimes";807095;"";"";"";""
3449;3526645428256768;"http://nyti.ms/9dga6C";78;99;2;"http://nyti.ms/9dga6C";"http://www.nytimes.com/2010/11/14/us/14bcstudents.html?src=twt&twt=nytimes";"http://nyti.ms/9dga6C";"";"";0;"";"";"";""
3450;3526645428256768;"nytimes";3;11;3;"";"";"";"The New York Times";"nytimes";807095;"";"";"";""
3453;3527026417868800;"http://on.cnn.com/9RjWCc";91;115;2;"http://on.cnn.com/9RjWCc";"http://www.cnn.com/2010/SHOWBIZ/celebrity.news.gossip/11/13/gabor.goes.home/index.html";"http://on.cnn.com/9RjWCc";"";"";0;"";"";"";""
3454;3527026417868800;"cnnbrk";3;10;3;"";"";"";"CNN Breaking News";"cnnbrk";428333;"";"";"";""
3455;3527026417868800;"ZsaZsaGabor";12;24;4;"";"";"";"";"";0;"";"";"";""
3457;3527066800619520;"http://nyti.ms/9dga6C";78;99;2;"http://nyti.ms/9dga6C";"http://www.nytimes.com/2010/11/14/us/14bcstudents.html?src=twt&twt=nytimes";"http://nyti.ms/9dga6C";"";"";0;"";"";"";""
3458;3527066800619520;"nytimes";3;11;3;"";"";"";"The New York Times";"nytimes";807095;"";"";"";""
