,UserId,Community
0,13,0
1,3840,1
2,13076,0
3,30973,0
4,41553,1
5,60273,0
6,79543,0
7,113963,0
8,428333,1
9,432093,0
10,612473,0
11,621523,1
12,621533,0
13,621573,0
14,621713,0
15,624413,0
16,644603,0
17,646193,0
18,647633,0
19,657293,0
20,657863,0
21,681473,1
22,684983,0
23,693243,1
24,701203,0
25,709313,1
26,742143,0
27,759251,0
28,764284,0
29,764365,0
30,769699,1
31,770759,0
32,772368,0
33,773150,0
34,781293,0
35,788524,1
36,799302,0
37,800594,1
38,807095,0
39,809140,1
40,810129,0
41,811377,0
42,811407,0
43,814667,0
44,816653,0
45,817386,0
46,819800,0
47,820694,1
48,821193,0
49,823083,0
50,895951,1
51,917171,0
52,937961,0
53,940631,0
54,944851,0
55,961201,0
56,972651,0
57,1068831,0
58,1085921,0
59,1092231,0
60,1149751,0
61,1159251,0
62,1183041,0
63,1344951,0
64,1372651,1
65,1434251,0
66,1435461,0
67,1440641,0
68,1496971,1
69,1502111,0
70,1524841,0
71,1565991,0
72,1652541,0
73,1678681,1
74,1716581,0
75,1754641,0
76,1769551,0
77,1774391,0
78,1877831,0
79,1879831,0
80,1917731,0
81,1934931,0
82,1947301,1
83,1976841,0
84,1994321,0
85,2016031,0
86,2029191,0
87,2097571,0
88,2106161,0
89,2132791,0
90,2334361,0
91,2365671,0
92,2467791,0
93,2493701,1
94,2529971,0
95,2557521,1
96,2561091,0
97,2603411,0
98,2735591,0
99,2768501,0
100,2789291,1
101,2797701,0
102,2817731,1
103,2836421,0
104,2869531,0
105,2883841,1
106,2890961,0
107,2893971,1
108,2897431,0
109,2902821,0
110,3004231,1
111,3013511,0
112,3060631,0
113,3080761,0
114,3108351,0
115,3135241,0
116,3136731,0
117,3222731,0
118,3337171,0
119,3374861,1
120,3400071,0
121,3459051,0
122,3497941,0
123,3554721,0
124,3701401,0
125,3935601,0
126,3943871,0
127,3952791,0
128,4047721,0
129,4138421,0
130,4170491,0
131,4303181,0
132,4391831,1
133,4426901,1
134,4517721,0
135,4547141,0
136,4795701,1
137,4898091,0
138,4970411,0
139,5059941,1
140,5120691,1
141,5225991,0
142,5380672,0
143,5392522,0
144,5402612,1
145,5406692,0
146,5490392,0
147,5501872,0
148,5520952,0
149,5539032,0
150,5637652,1
151,5667002,0
152,5668942,0
153,5700492,1
154,5741722,1
155,5763052,0
156,5763262,1
157,5796972,0
158,5845802,1
159,5845972,0
160,5872172,0
161,5894282,0
162,5959342,0
163,5971922,0
164,5988062,0
165,6015212,0
166,6017542,1
167,6123762,0
168,6173842,0
169,6184502,0
170,6240732,0
171,6278592,1
172,6361512,0
173,6368672,0
174,6383072,0
175,6393032,0
176,6433472,0
177,6439652,0
178,6463042,1
179,6480682,0
180,6509832,0
181,6515422,0
182,6535032,1
183,6604072,0
184,6642792,0
185,6652032,0
186,6692952,1
187,6705042,0
188,6753582,0
189,6782812,0
190,6796502,0
191,6818682,0
192,6959082,0
193,6962932,0
194,6980622,0
195,6986182,0
196,6989762,1
197,7049172,0
198,7054372,0
199,7076492,0
200,7091152,0
201,7144422,0
202,7144882,0
203,7148062,0
204,7152572,0
205,7161172,0
206,7235612,0
207,7267562,1
208,7280142,0
209,7309052,0
210,7350962,0
211,7383122,0
212,7392512,0
213,7402662,1
214,7453432,0
215,7480172,0
216,7486282,0
217,7501672,1
218,7563792,0
219,7587032,0
220,7598082,0
221,7614292,0
222,7619982,0
223,7710752,0
224,7746052,0
225,7793902,0
226,7822632,1
227,7829842,0
228,7841652,0
229,7848802,1
230,7905122,0
231,7940892,0
232,7959122,1
233,7996082,0
234,8036392,0
235,8054842,0
236,8077952,1
237,8113122,1
238,8156152,0
239,8170292,0
240,8183762,0
241,8197942,0
242,8223872,0
243,8283082,0
244,8295072,0
245,8315402,0
246,8350912,0
247,8383592,0
248,8431652,0
249,8453452,0
250,8460572,1
251,8542882,1
252,8623502,0
253,8653412,0
254,8676442,0
255,8695932,0
256,8720562,0
257,8731812,1
258,8736882,0
259,8788992,1
260,8795772,0
261,8802752,0
262,8830542,0
263,8839632,0
264,8841372,0
265,8859092,0
266,8894422,0
267,8940342,0
268,8948962,0
269,8973062,1
270,9003482,0
271,9051482,0
272,9115402,0
273,9130642,0
274,9203422,0
275,9204502,0
276,9207632,1
277,9245782,0
278,9245812,0
279,9252212,0
280,9300262,0
281,9317502,1
282,9466892,1
283,9522502,0
284,9545002,0
285,9561972,0
286,9567382,0
287,9595022,0
288,9624742,0
289,9633802,0
290,9651842,0
291,9655032,0
292,9677372,1
293,9695312,0
294,9715012,0
295,9763482,0
296,9806202,0
297,9867582,0
298,9893842,1
299,9956652,1
300,9974132,0
301,10025982,0
302,10067962,1
303,10080132,1
304,10111462,1
305,10156532,0
306,10196452,1
307,10221272,0
308,10222282,0
309,10236782,0
310,10567552,0
311,10617212,0
312,10716292,0
313,10723812,0
314,10798802,0
315,10876852,0
316,10880202,0
317,10937622,1
318,11009852,0
319,11014272,1
320,11022062,0
321,11026952,0
322,11043802,1
323,11054162,0
324,11104772,0
325,11178902,1
326,11211372,0
327,11277292,1
328,11283752,0
329,11314672,0
330,11340512,0
331,11348282,0
332,11350892,0
333,11509742,0
334,11518572,0
335,11518842,0
336,11566502,0
337,11611052,1
338,11640472,1
339,11695472,0
340,11716022,0
341,11828972,0
342,11844652,0
343,11855772,1
344,11856142,0
345,11856422,0
346,11856442,1
347,11856482,0
348,11856592,0
349,11877492,0
350,11883132,0
351,11913152,1
352,11966392,1
353,12089642,0
354,12101862,0
355,12134692,1
356,12270322,1
357,12273252,0
358,12389302,0
359,12413032,0
360,12416472,0
361,12443502,0
362,12470452,0
363,12480582,0
364,12588552,0
365,12611642,0
366,12612432,1
367,12701412,1
368,12716032,0
369,12728162,1
370,12794062,0
371,12810292,0
372,12884212,1
373,12896172,0
374,12925072,0
375,12987202,0
376,13007812,0
377,13055732,1
378,13058772,1
379,13113612,1
380,13192212,0
381,13206842,0
382,13215102,0
383,13218102,0
384,13289282,0
385,13346842,0
386,13370272,1
387,13393052,1
388,13479052,1
389,13493302,1
390,13524182,0
391,13557972,0
392,13591862,0
393,13609902,0
394,13715572,0
395,13745962,1
396,13784592,0
397,13784642,1
398,13786802,1
399,13787352,0
400,13790282,0
401,13796572,0
402,13837292,0
403,13842992,0
404,13877002,1
405,13904152,0
406,13951532,0
407,13986352,0
408,14027452,0
409,14048781,0
410,14055301,0
411,14057541,0
412,14058790,1
413,14060875,0
414,14062180,0
415,14071538,0
416,14072566,0
417,14075146,0
418,14075928,1
419,14076329,0
420,14085040,0
421,14089195,0
422,14090906,0
423,14093344,0
424,14094741,1
425,14095052,1
426,14110996,0
427,14115408,0
428,14116305,0
429,14120215,1
430,14129555,0
431,14133964,0
432,14138785,1
433,14140913,0
434,14143921,0
435,14145235,0
436,14145838,1
437,14148802,1
438,14150661,0
439,14153020,1
440,14153129,0
441,14154031,0
442,14154272,0
443,14159148,0
444,14161068,0
445,14167618,0
446,14172201,0
447,14177942,0
448,14181969,1
449,14182620,0
450,14183379,0
451,14183663,1
452,14192680,0
453,14198241,1
454,14202104,1
455,14202116,0
456,14202817,0
457,14208586,0
458,14209248,0
459,14216681,0
460,14225587,0
461,14230524,0
462,14252925,0
463,14254408,0
464,14266331,0
465,14266637,0
466,14267224,0
467,14269771,0
468,14269985,1
469,14271227,1
470,14273708,0
471,14274132,0
472,14283618,0
473,14293174,0
474,14293310,0
475,14305711,0
476,14323759,1
477,14325066,0
478,14335586,0
479,14339835,0
480,14343189,0
481,14344474,1
482,14344823,0
483,14345759,0
484,14347282,0
485,14348157,1
486,14348594,1
487,14352556,1
488,14353202,0
489,14353891,0
490,14354304,0
491,14358172,1
492,14360516,0
493,14361155,0
494,14365353,1
495,14367767,1
496,14369310,0
497,14370819,0
498,14372486,0
499,14377605,1
500,14384576,1
501,14385055,0
502,14385541,0
503,14388488,1
504,14402120,0
505,14412533,0
506,14413466,0
507,14425424,0
508,14426341,0
509,14434011,0
510,14437914,0
511,14453671,0
512,14456434,1
513,14456828,0
514,14460241,0
515,14463924,1
516,14464331,0
517,14465640,0
518,14472002,0
519,14473022,0
520,14476016,0
521,14480370,0
522,14488658,1
523,14489772,0
524,14495726,0
525,14496676,0
526,14508983,0
527,14511951,1
528,14513611,0
529,14514703,0
530,14515659,0
531,14516621,0
532,14521909,0
533,14529929,1
534,14536559,0
535,14542767,0
536,14545455,0
537,14546753,0
538,14548986,0
539,14554554,0
540,14554800,0
541,14558138,1
542,14558231,0
543,14559745,0
544,14570348,1
545,14573384,1
546,14574380,0
547,14578544,0
548,14584765,0
549,14587890,1
550,14589068,0
551,14594698,0
552,14594813,0
553,14595118,0
554,14596856,0
555,14602259,0
556,14606079,0
557,14611334,0
558,14613342,0
559,14615871,0
560,14625322,0
561,14630261,0
562,14634720,1
563,14637843,1
564,14645435,1
565,14647570,0
566,14652452,1
567,14665405,0
568,14668992,1
569,14669951,0
570,14670273,0
571,14677919,0
572,14678279,1
573,14681613,1
574,14689295,0
575,14692385,0
576,14697685,0
577,14698461,1
578,14700117,0
579,14700316,0
580,14701006,1
581,14701680,1
582,14702533,0
583,14713522,0
584,14717197,1
585,14719976,0
586,14722564,0
587,14728168,0
588,14730343,1
589,14730894,0
590,14736097,0
591,14737705,0
592,14754376,1
593,14754808,1
594,14755475,0
595,14755492,0
596,14756888,0
597,14773506,0
598,14780915,0
599,14782126,1
600,14782782,0
601,14787713,0
602,14788974,0
603,14790314,0
604,14790432,0
605,14790524,0
606,14790817,0
607,14792049,1
608,14800270,0
609,14802885,0
610,14803639,0
611,14803951,0
612,14804898,0
613,14812346,0
614,14814110,1
615,14824849,1
616,14825851,0
617,14831512,0
618,14837709,0
619,14843424,0
620,14849086,1
621,14853523,0
622,14856348,0
623,14857525,0
624,14861285,0
625,14863500,0
626,14864368,0
627,14865928,0
628,14872161,0
629,14885549,0
630,14900442,0
631,14902331,0
632,14909379,0
633,14909525,0
634,14920785,1
635,14925130,1
636,14929640,1
637,14934818,0
638,14940354,0
639,14942612,0
640,14951992,0
641,14962086,0
642,14972005,1
643,14983173,0
644,14984955,1
645,14994303,1
646,14994465,0
647,14996251,0
648,14996270,0
649,15000261,0
650,15002660,0
651,15003826,0
652,15010349,1
653,15012486,0
654,15012520,0
655,15013863,0
656,15016500,0
657,15039436,0
658,15042887,1
659,15057155,1
660,15064461,0
661,15066271,0
662,15071625,0
663,15083615,1
664,15086405,0
665,15087011,0
666,15091978,0
667,15092616,0
668,15093646,0
669,15097566,0
670,15103213,0
671,15110357,0
672,15110431,0
673,15117375,0
674,15135958,1
675,15139422,0
676,15152296,0
677,15155074,1
678,15159600,0
679,15160884,0
680,15164565,0
681,15166261,0
682,15170086,0
683,15174079,0
684,15178765,0
685,15182728,0
686,15192414,0
687,15194848,0
688,15204666,1
689,15205909,0
690,15208246,0
691,15208271,0
692,15215852,0
693,15220768,0
694,15224719,0
695,15224867,0
696,15227791,1
697,15236222,0
698,15244787,0
699,15250661,0
700,15253147,0
701,15254388,0
702,15254807,1
703,15257064,0
704,15257790,0
705,15270559,1
706,15272568,0
707,15272722,1
708,15279429,0
709,15279465,0
710,15281391,0
711,15288936,0
712,15300222,0
713,15300838,0
714,15301575,0
715,15306235,0
716,15307151,0
717,15319698,0
718,15322793,0
719,15323934,1
720,15325142,0
721,15335534,0
722,15337309,0
723,15348883,0
724,15353297,0
725,15357126,1
726,15365401,0
727,15368940,0
728,15376537,1
729,15391102,0
730,15391813,1
731,15401956,0
732,15416541,0
733,15431856,0
734,15432988,1
735,15433092,0
736,15438913,0
737,15446531,1
738,15448383,0
739,15450996,1
740,15451682,0
741,15456745,0
742,15458181,0
743,15458694,0
744,15458833,1
745,15462819,1
746,15463671,0
747,15485441,0
748,15526913,0
749,15528561,0
750,15538580,0
751,15546192,0
752,15560223,0
753,15564045,0
754,15566901,0
755,15568127,0
756,15585039,0
757,15587500,0
758,15588657,0
759,15588829,0
760,15611971,0
761,15612245,1
762,15617333,0
763,15618009,1
764,15635604,0
765,15639096,0
766,15639642,0
767,15648827,0
768,15650816,0
769,15651634,1
770,15651878,0
771,15661604,0
772,15664281,1
773,15675013,0
774,15675138,0
775,15675786,0
776,15679641,0
777,15687399,0
778,15687507,0
779,15691609,0
780,15693493,1
781,15694286,0
782,15696769,0
783,15700177,0
784,15700308,0
785,15701597,0
786,15703086,0
787,15704208,0
788,15705733,0
789,15710060,0
790,15715842,0
791,15716039,0
792,15723971,0
793,15727317,0
794,15727981,0
795,15728161,0
796,15731526,0
797,15736190,1
798,15739966,0
799,15749216,0
800,15750814,0
801,15754281,0
802,15762575,1
803,15764001,0
804,15765001,0
805,15770846,0
806,15773072,1
807,15774048,1
808,15775282,0
809,15778426,0
810,15779877,0
811,15782216,0
812,15784302,0
813,15789748,0
814,15790423,0
815,15791186,0
816,15794057,0
817,15797425,0
818,15804019,0
819,15808647,0
820,15808765,0
821,15809249,0
822,15811314,0
823,15815531,0
824,15817039,0
825,15817213,1
826,15817520,1
827,15818978,1
828,15823621,0
829,15827591,1
830,15829003,0
831,15834810,0
832,15842676,1
833,15859498,0
834,15861238,0
835,15862891,0
836,15865878,1
837,15871416,0
838,15872418,1
839,15884517,0
840,15885428,0
841,15892933,0
842,15896329,0
843,15896703,1
844,15898172,0
845,15901999,0
846,15904695,1
847,15906933,0
848,15913528,0
849,15915391,0
850,15925421,0
851,15932729,0
852,15933286,1
853,15935591,0
854,15940736,0
855,15947185,0
856,15951855,0
857,15956067,0
858,15959560,0
859,15964580,0
860,15965143,0
861,15970073,0
862,15976697,1
863,15977226,0
864,15978288,0
865,15982861,0
866,15985111,0
867,15988031,0
868,15998593,0
869,16002804,0
870,16008305,1
871,16012783,0
872,16013368,1
873,16017961,0
874,16023914,0
875,16025958,0
876,16029780,0
877,16031927,0
878,16032925,1
879,16041234,0
880,16045066,0
881,16049790,0
882,16051471,0
883,16060402,0
884,16066326,0
885,16074809,0
886,16074930,1
887,16076032,0
888,16079505,1
889,16079787,0
890,16080133,0
891,16096416,1
892,16097522,0
893,16098322,0
894,16098642,0
895,16101451,1
896,16101657,0
897,16102208,1
898,16112354,1
899,16116288,0
900,16118692,0
901,16122590,0
902,16122907,0
903,16126957,0
904,16129467,0
905,16129510,0
906,16129920,0
907,16144876,0
908,16145097,0
909,16153562,0
910,16157855,1
911,16164985,1
912,16168254,0
913,16172862,0
914,16174163,1
915,16174912,1
916,16180004,0
917,16181752,0
918,16184358,0
919,16184435,0
920,16192310,0
921,16193528,1
922,16201819,0
923,16212685,1
924,16218776,0
925,16219103,0
926,16219502,1
927,16221481,0
928,16226427,0
929,16232843,0
930,16245822,0
931,16248319,0
932,16252960,0
933,16257853,0
934,16259734,0
935,16260506,1
936,16261564,0
937,16261582,0
938,16261627,0
939,16282156,0
940,16294548,1
941,16299627,0
942,16299799,0
943,16305494,0
944,16305839,1
945,16307778,1
946,16308572,1
947,16308922,0
948,16312576,0
949,16313045,1
950,16316655,0
951,16329181,0
952,16331010,0
953,16334137,0
954,16334139,0
955,16334480,1
956,16334857,0
957,16337999,1
958,16340092,0
959,16343974,0
960,16344137,1
961,16348549,0
962,16365305,0
963,16366271,1
964,16374678,0
965,16378486,0
966,16381882,1
967,16386805,0
968,16403723,0
969,16409683,0
970,16423109,0
971,16423797,0
972,16425333,1
973,16425419,1
974,16426463,0
975,16429603,0
976,16435881,1
977,16436464,1
978,16438248,0
979,16438494,0
980,16454856,0
981,16461545,0
982,16467567,0
983,16469463,0
984,16475267,0
985,16475615,0
986,16479353,0
987,16479577,0
988,16485307,0
989,16486110,1
990,16488095,0
991,16488147,0
992,16500799,1
993,16506186,1
994,16514376,1
995,16516927,0
996,16519392,0
997,16521436,0
998,16528398,0
999,16532451,0
1000,16536358,0
1001,16541652,0
1002,16543760,0
1003,16553544,0
1004,16557472,0
1005,16560657,0
1006,16568227,1
1007,16569274,0
1008,16571883,1
1009,16573674,0
1010,16578935,0
1011,16582002,0
1012,16589206,1
1013,16590168,0
1014,16590621,0
1015,16603994,0
1016,16615594,0
1017,16619425,0
1018,16621413,0
1019,16624180,0
1020,16627027,0
1021,16630098,0
